userName,score,content,at,replyContent
Wan Nawan,5,game bagus,2026-01-06 12:28:19,
Aira Salsabila,5,gamenya bagus sih tapi sering keluar dari gameyan bangus ya tapi tolong ya di perbaiki 😓 🙏🏻,2026-01-06 12:26:00,
Yati,1,game babi,2026-01-06 12:23:24,
Akun Nebar,5,game nya seru banget😆,2026-01-06 12:22:35,
Made Nitiya,5,kasi sekin banyak dan karakter yang banyak,2026-01-06 12:22:29,
Adi Gantenk,5,Yunushn hurt Cancer,2026-01-06 12:21:41,
Iman Iman,5,Game bagus,2026-01-06 12:20:19,
AKUN BBS,1,"game sangat bagus dan juga player nya ramah-ramah __________________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________________________________________________________________MENDING HAPUS AJA, SAYA SUDAH BERMAIN DARI JAM 8 MALAM SAMPAI PAGI DAN BINTANG SAYA TIDAK BERTAMBAH SATU PUN, KAMI SAYANG MOONTON, MOONTON GAK SAYANG KAMI.",2026-01-06 12:20:04,
Dia Umami,5,monton kasih lah skin legend gratis kalo gak aku kasih rating bintang 1 tapi jangan susah misi nya,2026-01-06 12:19:55,
dirman,1,"moonton tolong lah kalo ada player yang mpv saat kalah bintang nya jangan di kurangi, kita tuh cape main bagus tapi kalah karena tim kita mati terus, tolonglah hargai player yang mainnya bagus",2026-01-06 12:19:31,
Gabisa Fingter,2,tim ku kenapa bot semua kalo musuh nya jago tolong benerin ini dimana letak keadilannya,2026-01-06 12:14:28,
Ropiqq Ainurr,5,monton drak sistem gue kasih bintang 5 biar paling atas,2026-01-06 12:13:55,
Kakaa 7,5,"gamenya seru, playernya ramah ramah🥰",2026-01-06 12:13:38,
Zein Asaka,5,"game mobile legends adalah game yg tidak memiliki keadilan 1%pun, dimana letak keadilan nya? ada tim pertandingan! sekarang ml ini sistem nya sudah ngacak, dimana tier rendah disatukan dengan tier yg lebih tinggi, apalagi di setiap pertandingan tim yg kuat selalu berada di pihak musuh, jika bermain solo, satu atau dua di tim kita tidak bisa bermain, sementara di tim musuh bermain dengan sempurna, jika party, tim kita bisa bermain, tapi tim musuh lebih bisa bermain! game pembuat stres",2026-01-06 12:13:38,
robin hod,3,monton ini gimana sih aku kan afk tapi di awal doang dan itu juga karena lag tapi aku malah di kenakan hukuman,2026-01-06 12:13:20,
Andin Aulia,1,"saya sudah main game ini dari s4 dan sudah ganti akun lebih dari satu, tapi keadilan match making di game ini tidak pernah adil, saya bermain solo tapi ketemu orang party, sama saja bohong, dan terkadang dapat tim boot saat solo yang sengaja bertujuan supaya kalah game play nya keliatan banget bahwa itu boot, dan terkadang tiba tiba crazy saat war padahal device saya sudah upgrate, kalo terus terusan begini mending pindah aja ke game sebelah😡",2026-01-06 12:12:44,
Ramz Volly,1,lu moonton anjg banget ngasi tim dark sistem semua anjg moonton anjg mending gua pensi aja anjg,2026-01-06 12:10:26,
Nur Khasanah,1,game rusak,2026-01-06 12:09:38,
Muhammad AnshariRahman,4,game ini sangat seru apalagi main bareng sama teman,2026-01-06 12:08:47,
Aki 23,5,game nya seru,2026-01-06 12:06:26,
Rahul Ahmad,5,sangat menagihkan saat main,2026-01-06 12:06:25,
NAKAM MAKAN,1,ngeleg,2026-01-06 12:06:15,
Micki Laka pereirra,5,Saya menkuai nya hanya Ita Saaa,2026-01-06 12:06:05,
lusi anah,1,game tolol...game isinya sistem darksistem...game jemboood,2026-01-06 12:05:46,
Dimas Drajat,1,game busuk rank nya ga naik naik,2026-01-06 12:05:06,
rezha boy,5,suka banget,2026-01-06 12:04:01,
ziya stecuu.,1,"knp klo push tim suka kebagian troll, sementara musuh pd jago, mvp kalah juga tetep suka turun bintang..",2026-01-06 12:03:58,
Wildan Prayoga,5,game inih khusus orang - orang kuat mental nya jadi bagi Luh yang gak kuat mental Luh jangan ngasih ulasan yang gak bener,2026-01-06 12:03:36,
Ali Firman,4,"Seru sih tetapi sistem belum sepenuhnya bisa membaca lawan yg sepadan,,,sering kena draksistem monton dan untuk naik level sangat sulit",2026-01-06 12:00:54,
Bendetta Xgacor,5,Game sudah bagus tapi kurangnya kalau mau ganti akun harus punya fb meta kalau pakek fb lite gk bisa ganti akun tolong lah mobtoon,2026-01-06 11:58:40,
Riski Maulana,1,kalah Mulu main ni game,2026-01-06 11:58:37,
Sudes Karom,1,"Tolong lahh kasih tim solo sama solo jangan solo ketemu trio di musuh dan duo di tim masa solo ketemunya trio musuh Mabar sama duo sedangkan lagi main solo, game no rekomendasi karena sistem drafnya masih kurang sering banget di kasih temen bot musuh nya player beneran aneh nihh.",2026-01-06 11:56:22,
Angga Saputra,5,sangat puas,2026-01-06 11:53:13,
Warpath1 Warpath,5,"min adain sistem leader di setiap match classic,rank, dan mro",2026-01-06 11:48:13,
Tedi Kuswara,5,monton kambing,2026-01-06 11:46:02,
Sulis Tiowati,1,game jahanam dapet tim yg kagak bisa maen sama sekali season ini nyiksa bgt buat player solo kocak,2026-01-06 11:45:08,
Srisulis Tyowati,1,Aku kasi bintang 1 karna aku nontan orang kasih tau gem ini berbahaya,2026-01-06 11:44:21,
Arnaldo Lay,5,Arnaldu,2026-01-06 11:43:22,
Fikri Gty04,2,cape bangett gw min main ml nyarri hiburan mlah makin setresss,2026-01-06 11:41:50,
Thoyib Arbani,5,monton pas kamu mau update tapi versi sepak bola,2026-01-06 11:37:16,
Mif Aje,1,"sistem mactmaching nya makin buruk aja disolo masak timku ful mawi musuh honor ma glory gg game gajelass, bukanya diperbaiki malah makin parah ma yang dulu",2026-01-06 11:36:55,
raka deniz,1,"moonton emang gitu deh,ke player baru aja dikasih losetreak,pokoknya jangan main ml kalau mood lu gak baik",2026-01-06 11:36:21,
Septriano Ramadhan,1,"kalo ga niat bikin game apus aja dah, gw main malah di kasih tim komputer sekalian be admin aj yg main",2026-01-06 11:35:50,
Faisal Putri,3,saya suka karekter dan keresepitas dari monton tapi kalo main agak geleng itu saya tidak suka,2026-01-06 11:35:02,
ahmadhasfii HS,1,tim musuh jago giliran tim sendiri anomali,2026-01-06 11:34:13,
Putri Serina,1,Ga baguss solo di kasih ketemu trio hedeh,2026-01-06 11:34:09,
Karimatul Maula,5,saya suka game ini,2026-01-06 11:33:22,
Akun Sementara,5,cape wl wl mulu,2026-01-06 11:33:20,
Indah Nur,5,bagus saran saya mlbb bagi skin Hero mlbb dengan misi,2026-01-06 11:33:07,
Andrik Setyawan,1,"tolong lah min di perbaiki gamenya ga adil ga suport pemain solo, masa menang sekali kalah sekali trus bintang ga naik naik maaf ya saya kali rating bgni krna makin ksni makin buruk, dan msalah sinyal kadang mengganggu, intinya untuk player saat ini ingin naik sulit banget habis menang harusnya dpet tim bagus menang, knpa malah kalah lagi akhirnya stuck bintangnya di situ, dan saya ganti permainan MOBA min ganti yang lebih baik contohnya main honor of king enak tuu",2026-01-06 11:32:12,
RAOJY Sahputra,1,sekarang di tier legend sampe ke mytic kebanyakan plyer yang ga punya skill basic sesuai rank dan pilihan lawan serta tim tidak setara dengan skill asli moontton dark,2026-01-06 11:29:49,
Hanifa Yulianggraini,1,👍,2026-01-06 11:29:43,
Aisyah Nur,5,"seru bgtt, gk ngelag sama sekali dan gacor abiss",2026-01-06 11:29:00,
Alfi Hasna,2,"plis lah moonton tolong berikan tim yang seimbang, tadi saya main solo ketemu player duo Mulu yang berakhir saya ls di classic",2026-01-06 11:28:06,"Halo Kak,
Kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Panglima Kumbang,1,game setressss,2026-01-06 11:27:55,
ANDRI SI GANTENG,5,saya menyukai game ini,2026-01-06 11:26:57,
ricky Araby,1,loh balikin uang gua anjeng moonton gua doa ini game mati suri.. semoga player laen pindah ke hok.. game babi dikasih tim drak sistem menang sekali kalah 7 x ampun dah balikin uang gua balek,2026-01-06 11:26:50,
Romandhon Ilham,2,asik siii tapi kalo solo dapet draksistemulu gak seimbang mahu main 24 jam paling rengya cuman netap cuman ngabisin waktu hidup anjirr gem setan 😈,2026-01-06 11:26:18,
Khabil Maulana,1,game bagus,2026-01-06 11:25:14,
Chupacu,1,"moonton knl benerin sistem machmaking lu, gua dapet tim yang tidak adil semoga bermanfaat",2026-01-06 11:24:47,
Azriel,5,ok ok,2026-01-06 11:24:40,
Muhammad Ragel,5,jangan main ini game mending main hok game ini bikin stress,2026-01-06 11:24:21,
Awan Awan,1,masa main kalah 10 gimana to sistem na dapat tim goflok semua pantes orang banyak pindah ke honor of king,2026-01-06 11:24:10,
Skyl AjarinDong,5,"gem baik, tidak kikir seperti hokmok, sangat cocok bagi saya dan teman saya , menjadikan saya seorang yang bisa bermanfaat bagi orang lain, player sangat ramah, sistem matchmaching yang adil sungguh gem yang 😎👍",2026-01-06 11:21:38,
Muhkevin Kevin,5,aaaaaa game ya bagus anjay dan reset sisen aaaaaaaa epic tagi 🥰🥰🥰🥰🥰🥰🥰🥰,2026-01-06 11:21:00,
Muhridi 19,1,PERMAINAN KONYOL. GAME RUSAK TIDAK MENENANGKAN.!!,2026-01-06 11:20:35,
Saksi Ziya,5,geme gak lelet bagus,2026-01-06 11:19:54,
raka pratama,5,gemenya bagus banget.tapi ada satu masalah yaitu sering ngeleg ngeleg padahal jaringan bagus.tapi gapapa geme tetep seru ko,2026-01-06 11:18:56,
Jonni Jonni,5,ok,2026-01-06 11:18:07,
muhammad dilhamri,2,"moonton, tolong tindak lanjuti pemain terakhir yang sengaja tidak masuk saat matchmaking. tolong banned setidaknya 6 jam dalam sehari. karena umumnya banyak pemain dengan sengaja tidak masuk di slot terakhir, ini sangat merusak mood bermain. tolong tindak lanjuti, terimakasih",2026-01-06 11:17:52,
Aswien Astanto,4,"Asik banget, minusnya sewaktu-waktu jaringan tidak stabil dalam pertandingan. Lalu draw hadiah yang sangat kikir..",2026-01-06 11:17:33,
KP - Ugi Siswanto,5,game android tahun tidak pernah tahu apa itu tanya pak nyuun aku mau pergi ya gan bisa nampung aku tidak tahu bagaimana rasanya aku mau jadi aku tidak tahu apa yang penting dalam wi ya pak Edy Purwanto ya pak pak pak Harto ya gan ma dia irjejsj i want for Christmas tree oil gas and download music free download game android smartphone on ma aku mau keluar lagi pak pak Harto Tarigan ya gan ma aku tidak akan bisa lawan jenis kita bisa nampung 3 orang lain di luar rumah ku wiiw aku tidak bisa kesitu,2026-01-06 11:16:17,
Pribadi Traaml,1,game rusak anj mau login doang nge stuck di logo pdahal wifi gua nonton tt Ig yt semuanya lancar download juga lancar,2026-01-06 11:14:56,
Mikhayla Falisha,2,saat baru masuk pertandingan loadingnya lama banget trus ngelek banget padahal wifi kenceng,2026-01-06 11:13:15,
Peoek,5,"bang bang card gak pernah hoki,main rank ketemu dark system mantap + gak bisa sampai imortal",2026-01-06 11:12:37,
Rendo Bertian,1,"aku udah ga paham sama moonton, kenapa dikasih matchmaking rusak terus dapet tim gabener sedangkan musuh jago, seenggaknya kalo musuh jago di tim kita juga jago, seimbang jangan berat sebelah gini, harus adil!!",2026-01-06 11:12:14,
Den Kumel,5,"game nya sangatt seruuu ga bikinn emosii truss bikinnn jadii ceriaaa , game nya mantep wajibb download supayaa kembali ceriaa.",2026-01-06 11:09:40,
aqila naima,5,sangat bagus,2026-01-06 11:09:37,
Abizar Abizar,5,bagus,2026-01-06 11:07:40,
Raka Ramadan,1,Moonton Bagong,2026-01-06 11:06:50,
Anik V,5,game bagus,2026-01-06 11:06:18,
Gak Tau,4,game nya seru bisa recal recal,2026-01-06 11:05:34,
Fikram Fiki,5,iya sangat menantang 💪💪💪👊,2026-01-06 11:04:22,
Muhammad Rifqi,5,"mantep tapi saran. kalau ada Player cupu/ngetrol dapet coklat, bintang nya jangan di tambah lah ngentd",2026-01-06 11:03:02,
Kt Dika Mahendra,1,game terburuk yang pernah saya mainkan,2026-01-06 11:01:08,
Lancher X,1,developer kaya karena player spender membayar cheat bawaan dari monton jadi yang free to play jangan harap bisa menang dan pas match solo kalian akan ketemu player yang udah punya cheat bawaan.untuk yang fair play itu bohong gak ada itu . monton juga salah satu pemilik elite global jadi yang mau make cheat abal² gak bakalan bisa menang oke cmiuw,2026-01-06 10:59:52,
BoBoiBoy Menyelamat kan orang tua,1,gk pernah dapat tem yg benar benar main palingan dapet deraksistem kenapa lah monton sekarang benar benar nya lu monton sekarang gua akan laporkan ml ini 😡😡,2026-01-06 10:56:15,
ATTA VARIASI,1,NYESEL MAIN GAME INI!!! BAGAI MANA TIDAK SUSAH2 DI GLORY RESET SEASON JADI EPIC!! DAN HARUS 1 TIM DENGAN ASLI PENGHUNI EPIC!!! SEHINGGA UNTUK MENANG SANGAT MUSTAHIL!! MOHON DI BENAHI JANGAN BUAT BOSEN USER!!! REATING BINTANG 1 ADALAH YANG COCOK UNTUK APK INI!!!. SEASON INI RASANYA AKU SAYA SULIT UNTUK KELUAR DARI EPIC!!!,2026-01-06 10:55:49,
Reiza Tzy,1,game kikir plagiat,2026-01-06 10:55:31,
Royman Gulo,1,game kontol,2026-01-06 10:55:00,
Achmad Haidar Ali A,5,seru banget gak kalah seru sama fr*efi*re,2026-01-06 10:53:15,
Kencana fikri Ghifari,1,dikasi tim trol terus tiap mau naik pangkat,2026-01-06 10:52:43,
Muhammad Avian,1,setiap main solo dapat tim yang gak jago tapi dapat musuh yang jago semua,2026-01-06 10:51:58,
Guprid,1,game udh di seting kalah menang tim juga GK kompak giliran udh kalah banyak di kasi tim bagus kyk biar GK boleh pergi,2026-01-06 10:51:55,
a Yunista,5,game nya seru bagettt aku kasih bintang 5 ya☺,2026-01-06 10:51:19,
Made Indraguna,5,seru banget tapi untuk player pemula sangat sedikit skin gratisannya to olng skin gratisan lama di keluarin lagi,2026-01-06 10:50:41,
Yogi Aryanto,5,tolong min hapus drak sistem nya plisee,2026-01-06 10:50:15,
Yoga Dwi Rochmad Dani,1,game sangat rusak di bagian matmaking parah bisa bisanya solo nabrak party ...seson paling parah amit amit .. moonton kek lu EMG sengaja .. dri dlu gada perkembangan di mactmaking parah,2026-01-06 10:49:07,"Halo Kak,
kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Reta Reta,1,"makin lama makin gak benar aja ini game,tim ku dikasih bot Mulu, sedangkan lawannya player semua kan aneh.",2026-01-06 10:48:37,
Muhamad Fadil Pratama,1,"game gila , masalah nya di penentuan musuh dan tim , seharus nya game ini bisa memberi tim dan musuh yang seimbang , saya telah bermain game ini selama 3 jam dan bintang saya turun 12 bintang , mending honor of Kings!!!!!!!!!",2026-01-06 10:48:07,
Gede Radit,1,game ngentottt,2026-01-06 10:47:59,
Jayesthu Julianto Jakaria,1,"capek main, matchmakingnya ketemu player yang feed, afk, nda tw main.. hiatus dulu nnti mental rusak.. game nda pernah ada perubahan pdhl saya player lama dan suka beli skin..",2026-01-06 10:44:46,
Dungtaktak Dungtaktakdarbuk,5,seruuu,2026-01-06 10:42:06,
Funny Reaction,1,Game sampah,2026-01-06 10:41:22,
Muhammad Akmal radi,2,"Perasaan masalah lag nya makin menjadi-jadi? saya main selama seminggu lebih ini selalu saja mengalami lag dimanapun saya berada, terkadang lag nya parah sampai beberapa menit dan game saya freeze tak bisa bergerak, padahal jaringan sedang bagus. Dan masalah matchmaking yang semakin parah juga, itu mempersulit permainan, dengan di pertemukan nya player mantan rank tinggi dengan yang sama sekali belum menyentuh rank tinggi, itu membuat permainan menjadi semakin sangat sulit.",2026-01-06 10:40:46,
Zyroon. Re,1,ngasih team yg bener ajg lu,2026-01-06 10:39:46,
Muhammad Hafi,1,"Pls lah moonton perbaiki lag nya pas pake wifi lag mulu ping nya kuning terus, padahal buka sosmed lain lancar",2026-01-06 10:37:34,
Aprils Runs,1,Jujur sih nih game banyak bngt kekurangannya mending gk ush didownload dah nih game cuma buat ngadu nasib orng doang sumpah,2026-01-06 10:36:48,
Dabi Uresei,1,anjai badak,2026-01-06 10:35:49,
Rezsky Aditya,1,dari tadi gw di kasi tim tolo Mulu kntl liat apa njink 4 exp gw kntl mons knrln anjink² Pekem asu knp ga di hapus aja Hero Miya ga guna selalu aja ambil buff gw,2026-01-06 10:35:17,
10_20_I Kadek Dwipa Anantawikrama,1,jelek ampas,2026-01-06 10:35:06,
Mas Ipan,1,mulai sepi banyak drak system,2026-01-06 10:34:12,
Franko Watun,5,Game bagus bisa ngendok di dalam,2026-01-06 10:33:44,
Kuai• Liaπg,5,makasih moonton udah buat game yg bikin hidupku gak kesepian lagi,2026-01-06 10:33:42,
Yulia Hafifah,5,game ini sangat lah serudan menarik saya sangat menyukai game ini,2026-01-06 10:33:39,
Dimas Mustakim,1,Game buang buang waktu jelek kayak yang buat,2026-01-06 10:33:01,
Zhawawi,1,parasit handphone,2026-01-06 10:31:26,
Wildan Abdillah,1,game gak jelas timnya dikasih yg gak bisa main terus,2026-01-06 10:31:19,
Supryanto Panigoro,5,mantap ml sekarang gw uda IMO🤭,2026-01-06 10:29:26,
Ashwin Eko,1,"mohon untuk matchmaking lebih adil, berikan hukuman yang berat kepada player yang jelas jelas feeder baik dari sisi pengunaan item yang tidak sesuai pada hero atau player yang merugikan untuk teman setim dimatch tersebut.",2026-01-06 10:28:57,
Jar Jares,1,udah burik 8 bit udah kaku bisa nyieun gem te siateh,2026-01-06 10:26:07,
Hack Maxx,1,game tolol,2026-01-06 10:25:13,
Fei Safei,5,seruuu,2026-01-06 10:22:58,
Didin Doank,1,matchmaking yang semakin aneh & sangat jelek untuk pemain tolol.,2026-01-06 10:20:52,
rasya Faizin,5,Sangat lah seru permainan ini kalian wajib mainkan game ini nanti menyesal lho ngga kaya ff bau kaya gitu doang wkwkwkwk,2026-01-06 10:20:51,
Rizky Firmansyah,1,"E MOONTON. MENDING LU PERBAIKIN ITU SISTEM BUAT LAPORIN ORANG YANG NGETROLL,GA SESUAI LANE. MASA UDAH LAPORIN NGURANG NYA DIKIT KALI. DI BAN KEK APA KEK.",2026-01-06 10:19:19,
Teguh Islami,1,"game gak bermoral, kebanyakan bot sistem nggak recommended banget",2026-01-06 10:18:21,
BG Boy,5,plis dong kasih aku skin gratiss pengen main kek orang punya skin baguss tapi GK ada uang🥺 plis dong om monton🥺,2026-01-06 10:17:34,
Fauzi Fauzi,3,tolong dong kalau kasih tim yang agak bener dikit maen nya,2026-01-06 10:16:09,
EDI PRASETIYO,5,"Perbaiki para playernya, kaya HOK kalau bisa kebagi role nya",2026-01-06 10:15:38,
Ridho M,5,game ini bagus,2026-01-06 10:15:00,
Ret Mhi,5,game nya seru tapi kadang tim nya gak seimbang,2026-01-06 10:13:47,
sekaii ocepz,1,BISA KASI RATING -10 GA???????? ALGORITMA MATCHMAKING TOLOL SEKALI CUMA NGURUSIN SKIN,2026-01-06 10:13:31,
Silas Juan Fernando,4,Tolong ini dari sistem bisa gk di hapus karna gua yang udh kompe ama game play malah kalah gara gara tim dari sistem semua rank gua juga bisa imo malah mentok honor mulu plis muntun tolong hapus dari sistem nya elah,2026-01-06 10:12:16,
Rofi Kotul,4,seru banget,2026-01-06 10:11:27,
Harto Alexando,2,"kenapa sekarang susah banget buat login?. setelah membuka aplikasi dan sampailah di layar tampilan utama, sistem nya tidak bisa di jalankan (macet), tidak ada pergerakan apapun & di tap tap layar nya pun tidak ada respon sama sekali. hingga saya melakukan relog & mode airplane sampai beberapa kali pun tetap tidak ada respon sama sekali. padahal saya menggunakan jaringan Wi-fi & Data seluler. mohon untuk perbaikan nya.",2026-01-06 10:10:25,
Ihsan Fathul,5,pokoknya cobain de main ml pokoknya seru abizzz,2026-01-06 10:08:09,
Refan Refin,5,kenapa aku pas masuk kan udh di loby malah keluar lagi kenapa itu nonton,2026-01-06 10:08:09,
Radithya Adli,1,Lebih bagus dari ff,2026-01-06 10:07:34,
Yogz,1,monton anj korup bintang naik turun mulu di legend,2026-01-06 10:05:38,"Halo Kak,
Kami mohon maaf atas pengalaman kurang menyenangkan yang terjadi.
Bisa bantu kami dengan mengirimkan screenshot atau detail lebih lanjut lewat CS in-game?
Ini sangat membantu kami memperbaiki permainan.
Terima kasih!

Tim MLBB"
Imi Amang,2,"dapat musuh yang main bareng,,, dan saya solo",2026-01-06 10:04:20,
Ilham Ilham,5,i love you,2026-01-06 10:03:18,
Fadli Mubarok,5,game ga jelas sinyal bagus masa ga bisa pencet apa apa di game juga hijau sinyal masa pencet main rank aja kayak ga ada sinyal benerin tolol jangan update terus,2026-01-06 10:02:52,
Adrian Akbar,1,karena saya maen ini saya ketemu tim yg rank nya lebih tinggi dri pada saya MOONTON BABI,2026-01-06 10:02:51,
Arian Novita,5,saya angkat suka game ini,2026-01-06 10:02:31,
Naura Mazaya,5,game pertarungan epic,2026-01-06 10:01:44,
Raffael Adryan,2,cape aku moonton,2026-01-06 09:59:24,
Eko Eko,1,"tim gw bocil mentok legend, musuh title kota-prov tod tod",2026-01-06 09:57:40,
Asep Jordan,1,Temen gw dark system.,2026-01-06 09:55:56,
Mustaqim Rohil,1,game anj udah legend satu di kasi timdark sisem sengaja moonton EMG ga ada otak moonton dikira nya ga stres gendong tim anj moonton males gw main ml gw kasi ret 1 lu anj moonton biadap game anj mending yang sebelah aj main nya adil,2026-01-06 09:55:15,
Muhammad Rasya,1,moonton lol macht aja lama perbaiki game lu kntl,2026-01-06 09:53:58,
Ugum Sahidin,5,game nya bagus banget tapi kadang gk bisa mulai game,2026-01-06 09:52:36,
Saanz 93,1,Tim nyah di kasih yang cupu mulu,2026-01-06 09:50:55,
Cancio Guterres,1,main di game ini ketemu tim yg gajelas pada gk bisa main,2026-01-06 09:50:27,
Syah Rizal,2,gamenya asik losetreak aja,2026-01-06 09:48:57,
Yudha Catur,1,System matchmaking yg masih berantakan game busuk sepanjang sejarah dunia game!,2026-01-06 09:47:34,
andi rahman (Andi),1,tolong matchmaking di perbaiki. #bagusanHOK,2026-01-06 09:46:45,
Abdul Rahman,1,GAME NYA LEBIH PANTES JADI DEAD GAME AJA,2026-01-06 09:45:47,
Ratna Wati,1,"tolol banget moonton gak bener sinyal??? , musuh aja bisa Gak sinyal kok tim sendiri kita sinyal? apakah servers kebalik ya otak mu moonton kuropsi, Pecat , Darksystem , Admin Bot",2026-01-06 09:45:27,
Pengguna Google,1,"apaan game adil,boro2 adil,harusnya yg main solo d barengin yg solo jga,ini d kasih lawan maen yg tim,sejago2nya maen y kalah kl klh",2026-01-06 09:44:06,
Rasyid Alramziy,5,"maksih moonton telah memberi saya winstreak walaupun saya tetap nge stak di mitik Romawi, saya tetap berterimakasih",2026-01-06 09:43:08,
Irfan brokness,1,game idiot buat stres doang anj,2026-01-06 09:40:19,
Muhamad Aldi,5,nokomen soalnya bagus banget coyyy tapi tolong lah monton gangan kasih gua orang yang ga bisa main direnk badak tolong kasih lawan nya yang seumuran jadi ga gampang kalah tolong ya monton...,2026-01-06 09:38:28,
bunasan 999,5,Mobile Legends Adalah Game No 1 Di Dunia Ini Game Bagus Banyak Skin Banyak Event Apalagi Kalo Ada Event Aku selalu Bersemangat Untuk Bertanding Walau Kalah Menang Itu Tidak Masalah Yang Penting Kita Sudah Mencoba... Kalo Soal Sinyal Tolong Perbaiki Min. 🙏Karna Selalu Saat Maen Kita Selalu Leq Dan Tim Juga Kurang Seimbang Aku Berharap Tidak Ada Lagi Leq Di ML Semoga Mobile Legends Bisa Terus Sukses Kedepannya 👍👍👍🙏🙏🙏,2026-01-06 09:36:56,
Ali Abdillah Farhan,1,nyesel download udah main lawannya susah,2026-01-06 09:36:36,
cspr vilain,5,"Kenapa ML BB saya ga bisa login, kenapa bisa kena stuck di login awalnya? mohon di perjelaskan lagi",2026-01-06 09:34:28,
farly rotinsulu,1,"game gk jelas gk bagus gw udh glory malah turun ke mytic gk di kasih menang,mending hapus aja nih game cuman bikin emosi bikin dosa aja nih game.LOL",2026-01-06 09:32:55,
Fauzan Alviansyah,1,woi anj kasi ws lah gw naik turun mulu anj udh kek men judi gw tau ga,2026-01-06 09:31:48,
Angara Rani,5,"game nya bagus, seru kalo kamu jago kalo ga ya siap siap aja nanti kamu akan mendengar kata kata mutiara 🗿🗿",2026-01-06 09:31:22,
Nanz We,3,oii Moonton kalo kasih tim tuh yang bener lah masa dikasih Lane roam malah pake Hero mage kan kacau udah mah gold lane nya masa afk aduhh.,2026-01-06 09:30:49,
Rizal Umam,1,"game ampas, playernya kayak asuu",2026-01-06 09:25:39,
Ikbal Saputra,1,MOONTON BAGAI MANA INI SAYA KALAH TERUS GA KAYA TEMEN TEMEN SAYA MENANG TERUS INI PERMAINAN BIKIN SETRES BIKIN EMOSA DARI LEGEND 3 KALAH TERUS SAMPAIEGEND 5 INI BAGAI MANA MOONTON KALAO AKU LOSTREK TURS LAMA LAMA GUA HAOUS AJA INI GEM BIKIN SETRES DAN EMOSI AWAS KALAU KARAH TERUS GUA PENSI MAEN ML MIKIR LAH SEDIKIT ORENG PUN PUNYA PERESAAN,2026-01-06 09:24:46,
Acont to Discord,1,kalah terus udh 10x GK naik naik moonton jahanam,2026-01-06 09:24:43,
Trisno Redmi,5,bagus dah itu doang😁,2026-01-06 09:23:56,
Yusran Ocan,1,"setiyap main ngelek, padahal jaringn bagus, apa lgi pas masuk war tolong di perbaiki, emang game rusak pas war ngelk padahl jaringan bagus makin lama makin rusak ini game, padhal jaringn hijau tapi pas war gelk parah, kalo kyk gini trus mendig pindah game sebelah tolong lah di perbaiki",2026-01-06 09:22:39,
Epul Galon,1,game apalah udah 150 match kenapa masih epiccc 4udah party kalah mulu kenapa harus gua yang selalu dapat drak sistem montoon tolonglah hapus drak sistem monton kenapa harus gua yg slalu kalah game haramm game hama kredit skor nepi kabeak na di ripot wae tolol pliss adik adik kasih rate bintang 1 di google play store,2026-01-06 09:21:56,
Siti Hajar,1,Ini game sampah apa harus setiap main rank atau klasik harus ngeleg ya kredit skor gua turun sampai 65 dikarnakan gua gagerak dikarnakan ngeleg wifi bagus HP gua dingin bahkan gua harus hapus satu game gua plis perbiki dulu sebelum ngasih even kalo masih ga diperbaiki gua bakal pengsiun digem sampah ini mending gua main honor of king,2026-01-06 09:21:51,
Frefa Yerepep,1,jagan berharap menang di game ini 90%pasti kalah,2026-01-06 09:19:28,
bukan siapa siapa,1,GAME RUSAK!! STAK DILAYAR PADAHAL HP LONGGAR SINYAL BAGUSS,2026-01-06 09:17:46,
Azis Aja,1,gamenya nya sih bagus player nya tolong di hapus,2026-01-06 09:17:35,
Rahman Hidayat,1,ml udah berapa tahun . matcmaking masih aja kek kntol gka ada sama sekali keseimbangan dl game. pantes gede nya cuman d sea doank bhkn gw bisa d simpulkan ml klo indo sepi bangkrut mereka . bisa bisa nya glory maen solo setim ama GM aneh bgt anjinkk. najisss game kontoll matcmakimg kntol udah 9 thun masih aja tloll,2026-01-06 09:17:30,
STRAIGHT FAKE,1,kenapa akun ku tiba tiba ga ada suara hero di dalam game dan juga skin lawan dan kawan pas di draft pick semua skin kelihatan kenapa pas in game skin nya hilang,2026-01-06 09:16:02,
Atharya Rahka,5,gamenya udah Bagus tapi playernya tuh suka bikin emosi dan kadang pas di report suka gak masuk laporannya,2026-01-06 09:15:33,
Rangkang Rian,1,"Di penukaran Stardust skin yang ada aku sudah memilikinya semua jadi harus tukar apa lagi? padahal tinggal kumpulin 16 lagi aku bisa menukar skin legend,kembalikan yang sesuai lah,rugi duit top up,parah",2026-01-06 09:14:36,
Fauzan Ahyar,5,bikin stress tapi seru makanya jangqn kasih dark sistem lah moonton,2026-01-06 09:14:28,
Darkim Sumitro,5,ini adalah game seru,2026-01-06 09:14:03,
